"id","hoard","hoardName","latitude","longitude","country","terminalYear1","terminalYear2","RIC Reference","OCRE Reference","period","reign","person","mint","denomination","material","startingDate","endingDate","dateText","issue","officina","obverseInscription","obverseMintMark","obverseDescription","reverseInscription","reverseMintMark","reverseDescription","weight","quantity","diameter","axis","imitation","latestCoin","intruder","toCheck","condition","aspects","additionalFields","container","comment"
"263047","12933","ALDEIA DAS DEZ","40.294","-7.865","Portugal","268","270","","","Imperial","Trebonianus Gallus","Volusian (Augustus)","Rome","Antoninianus (radiate)","Base Silver","","","","","","","","","","","","","1","","","","","","","","","","",""
"263048","12933","ALDEIA DAS DEZ","40.294","-7.865","Portugal","268","270","","","Imperial","Valerian I and Gallienus","Valerian I (Augustus)","Rome","Antoninianus (radiate)","Base Silver","","","","","","","","","","","","","3","","","","","","","","","","",""
"263049","12933","ALDEIA DAS DEZ","40.294","-7.865","Portugal","268","270","","","Imperial","Valerian I and Gallienus","Valerian I (Augustus)","Milan (Mediolanum)","Antoninianus (radiate)","Base Silver","","","","","","","","","","","","","1","","","","","","","","","","",""
"263050","12933","ALDEIA DAS DEZ","40.294","-7.865","Portugal","268","270","","","Imperial","Valerian I and Gallienus","Valerian II (Divus)","Rome","Antoninianus (radiate)","Base Silver","","","","","","","","","","","","","1","","","","","","","","","","",""
"263051","12933","ALDEIA DAS DEZ","40.294","-7.865","Portugal","268","270","","","Imperial","Gallienus (sole)","Gallienus (Augustus)","Rome","Antoninianus (radiate)","Base Silver","","","","","","","","","","","","","167","","","","","","","","","","",""
"263052","12933","ALDEIA DAS DEZ","40.294","-7.865","Portugal","268","270","","","Imperial","Gallienus (sole)","Gallienus (Augustus)","Milan (Mediolanum)","Antoninianus (radiate)","Base Silver","","","","","","","","","","","","","17","","","","","","","","","","",""
"263053","12933","ALDEIA DAS DEZ","40.294","-7.865","Portugal","268","270","","","Imperial","Gallienus (sole)","Gallienus (Augustus)","Siscia","Antoninianus (radiate)","Base Silver","","","","","","","","","","","","","3","","","","","","","","","","",""
"263054","12933","ALDEIA DAS DEZ","40.294","-7.865","Portugal","268","270","","","Imperial","Gallienus (sole)","Gallienus (Augustus)","Asia","Antoninianus (radiate)","Base Silver","","","","","","","","","","","","","1","","","","","","","","","","",""
"263055","12933","ALDEIA DAS DEZ","40.294","-7.865","Portugal","268","270","","","Imperial","Gallienus (sole)","Gallienus (Augustus)","","Antoninianus (radiate)","Base Silver","","","","","","","","","","","","","4","","","","","","","","","","",""
"263056","12933","ALDEIA DAS DEZ","40.294","-7.865","Portugal","268","270","","","Imperial","Gallienus (sole)","Salonina (Augusta)","Rome","Antoninianus (radiate)","Base Silver","","","","","","","","","","","","","14","","","","","","","","","","",""
"263057","12933","ALDEIA DAS DEZ","40.294","-7.865","Portugal","268","270","","","Imperial","Gallienus (sole)","Salonina (Augusta)","Rome","Denarius","Silver","","","","","","","","","","","","","1","","","","","","","","","","",""
"263058","12933","ALDEIA DAS DEZ","40.294","-7.865","Portugal","268","270","","","Imperial","Gallienus (sole)","Salonina (Augusta)","Milan (Mediolanum)","Antoninianus (radiate)","Base Silver","","","","","","","","","","","","","1","","","","","","","","","","",""
"263059","12933","ALDEIA DAS DEZ","40.294","-7.865","Portugal","268","270","","","Imperial","Claudius II","Claudius II (Augustus)","Rome","Antoninianus (radiate)","Base Silver","","","","","","","","","","","","","56","","","","","","","","","","",""
"109407","3535","ALEDEIA DAS DEZ","40.294","-7.865","Portugal","268","270","","","Imperial","Trebonianus Gallus","Volusian (Augustus)","Rome","Antoninianus (radiate)","Base Silver","251","253","","","","","","","","","","","1","","","","","","","","","","",""
"109408","3535","ALEDEIA DAS DEZ","40.294","-7.865","Portugal","268","270","","","Imperial","Valerian I and Gallienus","Valerian I (Augustus)","Rome","Antoninianus (radiate)","Base Silver","253","260","","","","","","","","","","","5","","","","","","","","","","",""
"109409","3535","ALEDEIA DAS DEZ","40.294","-7.865","Portugal","268","270","","","Imperial","Valerian I and Gallienus","Valerian I (Augustus)","Milan (Mediolanum)","Antoninianus (radiate)","Base Silver","253","260","","","","","","","","","","","1","","","","","","","","","","",""
"109410","3535","ALEDEIA DAS DEZ","40.294","-7.865","Portugal","268","270","","","Imperial","Valerian I and Gallienus","Gallienus (Augustus)","Rome","Antoninianus (radiate)","Base Silver","253","260","","","","","","","","","","","5","","","","","","","","","","",""
"109411","3535","ALEDEIA DAS DEZ","40.294","-7.865","Portugal","268","270","","","Imperial","Valerian I and Gallienus","Gallienus (Augustus)","Asia","Antoninianus (radiate)","Base Silver","253","260","","","","","","","","","","","1","","","","","","","","","","",""
"109412","3535","ALEDEIA DAS DEZ","40.294","-7.865","Portugal","268","270","","","Imperial","Gallienus (sole)","Gallienus (Augustus)","Rome","Antoninianus (radiate)","Base Silver","260","268","","","","","","","","","","","138","","","","","","","","","","",""
"109413","3535","ALEDEIA DAS DEZ","40.294","-7.865","Portugal","268","270","","","Imperial","Gallienus (sole)","Gallienus (Augustus)","Milan (Mediolanum)","Antoninianus (radiate)","Base Silver","260","268","","","","","","","","","","","15","","","","","","","","","","",""
"109414","3535","ALEDEIA DAS DEZ","40.294","-7.865","Portugal","268","270","","","Imperial","Gallienus (sole)","Gallienus (Augustus)","Siscia","Antoninianus (radiate)","Base Silver","260","268","","","","","","","","","","","1","","","","","","","","","","",""
"109415","3535","ALEDEIA DAS DEZ","40.294","-7.865","Portugal","268","270","","","Imperial","Gallienus (sole)","Gallienus (Augustus)","Uncertain","Antoninianus (radiate)","Base Silver","260","268","","","","","","","","","","","11","","","","","","","","","","",""
"109416","3535","ALEDEIA DAS DEZ","40.294","-7.865","Portugal","268","270","","","Imperial","Gallienus (sole)","Gallienus (Augustus)","Uncertain","Antoninianus (radiate)","Base Silver","260","268","","","","","","","","","","","3","","","","","","","","","","",""
"109417","3535","ALEDEIA DAS DEZ","40.294","-7.865","Portugal","268","270","","","Imperial","Valerian I and Gallienus","Salonina (Augusta)","Rome","Antoninianus (radiate)","Base Silver","253","260","","","","","","","","","","","8","","","","","","","","","","",""
"109418","3535","ALEDEIA DAS DEZ","40.294","-7.865","Portugal","268","270","","","Imperial","Gallienus (sole)","Salonina (Augusta)","Rome","Antoninianus (radiate)","Base Silver","260","268","","","","","","","","","","","21","","","","","","","","","","",""
"109419","3535","ALEDEIA DAS DEZ","40.294","-7.865","Portugal","268","270","","","Imperial","Gallienus (sole)","Salonina (Augusta)","Milan (Mediolanum)","Antoninianus (radiate)","Base Silver","260","268","","","","","","","","","","","1","","","","","","","","","","",""
"109420","3535","ALEDEIA DAS DEZ","40.294","-7.865","Portugal","268","270","","","Imperial","Gallienus (sole)","Salonina (Augusta)","Uncertain","Antoninianus (radiate)","Base Silver","260","268","","","","","","","","","","","1","","","","","","","","","","",""
"109421","3535","ALEDEIA DAS DEZ","40.294","-7.865","Portugal","268","270","","","Imperial","Valerian I and Gallienus","Valerian II (Caesar)","Rome","Antoninianus (radiate)","Base Silver","253","257","","","","","","","","","","","2","","","","","","","","","","",""
"109422","3535","ALEDEIA DAS DEZ","40.294","-7.865","Portugal","268","270","","","Imperial","Claudius II","Claudius II (Augustus)","Rome","Antoninianus (radiate)","Base Silver","268","270","","","","","","","","","","","56","","","","","","","","","","",""
"198999","8192","ALTO DO CORGO","41.957","-8.633","Portugal","-2","4","","","Republican","Republic","","","Denarius","Silver","","","","","","","","","","","","","4","","","","","","","","","","",""
"199000","8192","ALTO DO CORGO","41.957","-8.633","Portugal","-2","4","","","Imperial","Augustus","Augustus (Augustus)","","Denarius","Silver","","","","","","","","","","","","","3","","","","","","","","","","",""
"262000","12863","ANSIÃO","39.916","-8.438","Portugal","14","37","","","Republican","Republic","","","Denarius","Silver","","","","","","","","","","","","","3","","","","","","","","","","",""
"262001","12863","ANSIÃO","39.916","-8.438","Portugal","14","37","","","Imperial","Augustus","Augustus (Augustus)","","Denarius","Silver","","","","","","","","","","","","","6","","","","","","","","","","",""
"262002","12863","ANSIÃO","39.916","-8.438","Portugal","14","37","","","Imperial","Tiberius","Tiberius (Augustus)","","Denarius","Silver","","","","","","","","","","","","","1","","","","","","","","","","",""
"108725","4761","ARRUDA DOS VINHOS","38.97","-9.083","Portugal","235","238","","","Imperial","Severus Alexander","Julia Mamaea (Augusta)","","Uncertain","","235","","","","","","","","","","","","0","","","","","","","","","","",""
"108726","4761","ARRUDA DOS VINHOS","38.97","-9.083","Portugal","235","238","","","Imperial","Maximinus I Thrax","Maximinus I Thrax (Augustus)","","Uncertain","","235","238","","","","","","","","","","","0","","","","","","","","","","",""
"262297","12896","BANAGOURO","41.382","-7.704","Portugal","163","164","","","Imperial","Vespasian","Vespasian (Augustus)","","As","Copper","","","","","","","","","","","","","1","","","","","","","","","","",""
"262298","12896","BANAGOURO","41.382","-7.704","Portugal","163","164","","","Imperial","Titus","Titus (Augustus)","","As","Copper","","","","","","","","","","","","","1","","","","","","","","","","",""
"262299","12896","BANAGOURO","41.382","-7.704","Portugal","163","164","","","Imperial","Domitian","Domitian (Augustus)","","Sestertius","Brass","","","","","","","","","","","","","3","","","","","","","","","","",""
"262300","12896","BANAGOURO","41.382","-7.704","Portugal","163","164","","","Imperial","Trajan","Trajan (Augustus)","","Sestertius","Brass","","","","","","","","","","","","","2","","","","","","","","","","",""
"262301","12896","BANAGOURO","41.382","-7.704","Portugal","163","164","","","Imperial","Hadrian","Hadrian (Augustus)","","Sestertius","Brass","","","","","","","","","","","","","1","","","","","","","","","","",""
"262302","12896","BANAGOURO","41.382","-7.704","Portugal","163","164","","","Imperial","Marcus Aurelius","Lucilla (Augusta)","","Sestertius","Brass","","","","","","","","","","","","","2","","","","","","","","","","",""
"262303","12896","BANAGOURO","41.382","-7.704","Portugal","163","164","","","Imperial","Hadrian","Hadrian (Augustus)","","Dupondius","Brass","","","","","","","","","","","","","1","","","","","","","","","","",""
"108685","2921","BARROCA DA LAGE","40.2804158","-7.4922407","Portugal","203","208","","","Imperial","Nero","Nero (Augustus)","","Aureus","Gold","54","68","","","","","","","","","","","1","","","","","","","","","","",""
"108686","2921","BARROCA DA LAGE","40.2804158","-7.4922407","Portugal","203","208","","","Imperial","Titus","Titus (Augustus)","","Aureus","Gold","79","81","","","","","","","","","","","2","","","","","","","","","","",""
"108687","2921","BARROCA DA LAGE","40.2804158","-7.4922407","Portugal","203","208","","","Imperial","Trajan","Trajan (Augustus)","Rome","Aureus","Gold","98","117","","","","","","","","","","","2","","","","","","","","","","",""
"108688","2921","BARROCA DA LAGE","40.2804158","-7.4922407","Portugal","203","208","","","Imperial","Hadrian","Hadrian (Augustus)","","Aureus","Gold","117","138","","","","","","","","","","","12","","","","","","","","","","",""
"108689","2921","BARROCA DA LAGE","40.2804158","-7.4922407","Portugal","203","208","","","Imperial","Antoninus Pius","Antoninus Pius (Augustus)","","Aureus","Gold","138","161","","","","","","","","","","","6","","","","","","","","","","",""
"108690","2921","BARROCA DA LAGE","40.2804158","-7.4922407","Portugal","203","208","","","Imperial","Antoninus Pius","Faustina I (Augusta)","","Aureus","Gold","138","141","","","","","","","","","","","6","","","","","","","","","","",""
"108691","2921","BARROCA DA LAGE","40.2804158","-7.4922407","Portugal","203","208","","","Imperial","Marcus Aurelius","Marcus Aurelius (Augustus)","","Aureus","Gold","161","180","","","","","","","","","","","5","","","","","","","","","","",""
"108692","2921","BARROCA DA LAGE","40.2804158","-7.4922407","Portugal","203","208","","","Imperial","Antoninus Pius OR Marcus Aurelius","Faustina II (Augusta)","","Aureus","Gold","145","175","","","","","","","","","","","3","","","","","","","","","","",""
"108693","2921","BARROCA DA LAGE","40.2804158","-7.4922407","Portugal","203","208","","","Imperial","Septimius Severus","Septimius Severus (Augustus)","","Aureus","Gold","193","211","","","","","","","","","","","1","","","","","","","","","","",""
"108694","2921","BARROCA DA LAGE","40.2804158","-7.4922407","Portugal","203","208","","","Imperial","Septimius Severus OR Caracalla","Julia Domna (Augusta)","","Aureus","Gold","193","211","","","","","","","2220","","2220","","1","","","","","","","","","","",""
"108695","2921","BARROCA DA LAGE","40.2804158","-7.4922407","Portugal","203","208","RIC 33 ","","Imperial","Septimius Severus","Geta (Augustus)","Rome","Aureus","Gold","203","208","","","","PSEPTIMIVS GETA CAES","","","PONTIF COS","","","","1","","","","","","","","","","",""
"238072","4387","BEJA","38.015","-7.863","Portugal","405","405","RIC 8b ","","Imperial","Theodosius I","Theodosius I (Augustus)","Milan (Mediolanum)","Solidus","Gold","383","393","","","","","","","","","","4.48","1","","","","","","","","","","",""
"238071","4387","BEJA","38.015","-7.863","Portugal","405","405","RIC 8b ","","Imperial","Theodosius I","Theodosius I (Augustus)","Milan (Mediolanum)","Solidus","Gold","383","393","","","","","","","","","","4.56","1","","","","","","","","","","",""
"238066","4387","BEJA","38.015","-7.863","Portugal","405","405","RIC 17g ","","Imperial","Gratian","Gratian (Augustus)","Trier (Treveri)","Solidus","Gold","367","375","","","","","","","","","","4.47","1","","","","","","","","","","",""
"238076","4387","BEJA","38.015","-7.863","Portugal","405","405","RIC 35c ","","Imperial","Theodosius I","Honorius (Augustus)","Milan (Mediolanum)","Solidus","Gold","394","395","","","","","","","","","","4.42","1","","","","","","","","","","",""
"238070","4387","BEJA","38.015","-7.863","Portugal","405","405","RIC 45b ","","Imperial","Valentinian II","Valentinian II (Augustus)","Constantinople","Solidus","Gold","378","383","","","","","","","","","","4.52","1","","","","","","","","","","",""
"238074","4387","BEJA","38.015","-7.863","Portugal","405","405","RIC 45e ","","Imperial","Theodosius I","Arcadius (Augustus)","Constantinople","Solidus","Gold","383","383","","","","","","","","","","4.44","1","","","","","","","","","","",""
"238073","4387","BEJA","38.015","-7.863","Portugal","405","405","RIC 47a ","","Imperial","Theodosius I","Theodosius I (Augustus)","Constantinople","Solidus","Gold","383","383","","","","","","","","","","4.46","1","","","","","","","","","","",""
"238067","4387","BEJA","38.015","-7.863","Portugal","405","405","RIC 49c ","","Imperial","Valentinian II","Valentinian II (Augustus)","Trier (Treveri)","Solidus","Gold","378","383","","","","","","","","","","4.47","1","","","","","","","","","","",""
"238068","4387","BEJA","38.015","-7.863","Portugal","405","405","RIC 49c ","","Imperial","Valentinian II","Valentinian II (Augustus)","Trier (Treveri)","Solidus","Gold","378","383","","","","","","","","","","4.47","1","","","","","","","","","","",""
"238069","4387","BEJA","38.015","-7.863","Portugal","405","405","RIC 49c ","","Imperial","Valentinian II","Valentinian II (Augustus)","Trier (Treveri)","Solidus","Gold","378","383","","","","","","","","","","4.21","1","","","","","","","","","","",""
"238075","4387","BEJA","38.015","-7.863","Portugal","405","405","RIC 67d ","","Imperial","Theodosius I","Arcadius (Augustus)","Constantinople","Solidus","Gold","383","388","","","","","","","","","","4.46","1","","","","","","","","","","",""
"238077","4387","BEJA","38.015","-7.863","Portugal","405","405","","","Imperial","Uncertain","Uncertain ","Uncertain","Solidus","Gold","367","405","","","","","","","","","","","54","","","","","","","","","","",""
"109612","4820","BORBA","38.807","-7.458","Portugal","271","274","","","Imperial","Gallienus (sole) OR Valerian I and Gallienus","Gallienus (Augustus)","Rome","Antoninianus (radiate)","Base Silver","253","268","","","","","","","","","","","130","","","","","","","","","","",""
"109622","4820","BORBA","38.807","-7.458","Portugal","271","274","","","Imperial","Aurelian","Claudius II (Divus)","Rome","Antoninianus (radiate)","Base Silver","270","271","","","","","","","","","altar","","3","","","","","","","","","","",""
"109628","4820","BORBA","38.807","-7.458","Portugal","271","274","","","Imperial","","Uncertain ","Uncertain","Antoninianus (radiate)","Base Silver","","","","","","","","","","","","","4","","","","","","","","","","",""
"109627","4820","BORBA","38.807","-7.458","Portugal","271","274","","","Imperial","Aurelian","Aurelian (Augustus)","Rome","Antoninianus (radiate)","Base Silver","270","275","","","","","","","","","","","2","","","","","","","","","","",""
"109626","4820","BORBA","38.807","-7.458","Portugal","271","274","","","Imperial","Tetricus I","Tetricus I (Augustus)","Trier (Treveri)","Antoninianus (radiate)","Base Silver","271","274","","","","","","","","","","","2","","","","","","","","","","",""
"109625","4820","BORBA","38.807","-7.458","Portugal","271","274","","","Imperial","Tetricus I","Tetricus I (Augustus)","Cologne","Antoninianus (radiate)","Base Silver","271","274","","","","","","","","","","","1","","","","","","","","","","",""
"109624","4820","BORBA","38.807","-7.458","Portugal","271","274","","","Imperial","Quintillus","Quintillus (Augustus)","Siscia","Antoninianus (radiate)","Base Silver","270","270","","","","","","","","","","","1","","","","","","","","","","",""
"109623","4820","BORBA","38.807","-7.458","Portugal","271","274","","","Imperial","Quintillus","Quintillus (Augustus)","Rome","Antoninianus (radiate)","Base Silver","270","270","","","","","","","","","","","7","","","","","","","","","","",""
"109621","4820","BORBA","38.807","-7.458","Portugal","271","274","","","Imperial","Aurelian","Claudius II (Divus)","Rome","Antoninianus (radiate)","Base Silver","270","271","","","","","","","","","eagle","","1","","","","","","","","","","",""
"109613","4820","BORBA","38.807","-7.458","Portugal","271","274","","","Imperial","Gallienus (sole) OR Valerian I and Gallienus","Gallienus (Augustus)","Milan (Mediolanum)","Antoninianus (radiate)","Base Silver","253","268","","","","","","","","","","","1","","","","","","","","","","",""
"109620","4820","BORBA","38.807","-7.458","Portugal","271","274","","","Imperial","Claudius II","Claudius II (Augustus)","Uncertain","Antoninianus (radiate)","Base Silver","268","270","","","","","","","","","","","2","","","","","","","","","","",""
"109619","4820","BORBA","38.807","-7.458","Portugal","271","274","","","Imperial","Claudius II","Claudius II (Augustus)","Siscia","Antoninianus (radiate)","Base Silver","268","270","","","","","","","","","","","2","","","","","","","","","","",""
"109618","4820","BORBA","38.807","-7.458","Portugal","271","274","","","Imperial","Claudius II","Claudius II (Augustus)","Milan (Mediolanum)","Antoninianus (radiate)","Base Silver","268","270","","","","","","","","","","","2","","","","","","","","","","",""
"109617","4820","BORBA","38.807","-7.458","Portugal","271","274","","","Imperial","Claudius II","Claudius II (Augustus)","Rome","Antoninianus (radiate)","Base Silver","268","270","","","","","","","","","","","94","","","","","","","","","","",""
"109616","4820","BORBA","38.807","-7.458","Portugal","271","274","","","Imperial","Gallienus (sole) OR Valerian I and Gallienus","Salonina (Augusta)","Rome","Antoninianus (radiate)","Base Silver","253","268","","","","","","","","","","","11","","","","","","","","","","",""
"109615","4820","BORBA","38.807","-7.458","Portugal","271","274","","","Imperial","Gallienus (sole) OR Valerian I and Gallienus","Gallienus (Augustus)","Uncertain","Antoninianus (radiate)","Base Silver","253","268","","","","","","","","","","","3","","","","","","","","","","",""
"109614","4820","BORBA","38.807","-7.458","Portugal","271","274","","","Imperial","Gallienus (sole) OR Valerian I and Gallienus","Gallienus (Augustus)","Siscia","Antoninianus (radiate)","Base Silver","253","268","","","","","","","","","","","1","","","","","","","","","","",""
"171451","4820","BORBA","38.807","-7.458","Portugal","271","274","","","Imperial","","Uncertain ","","Antoninianus (radiate)","Base Silver","","","","","","","","","","","","","332","","","","","","","","","","",""
"262088","12875","BRAGA","41.545","-8.427","Portugal","107","","","","Imperial","Vespasian","Vespasian (Augustus)","","Aureus","Gold","","","","","","","","","","","","","1","","","","","","","","","","",""
"262089","12875","BRAGA","41.545","-8.427","Portugal","107","","","","Imperial","Trajan","Trajan (Augustus)","","Aureus","Gold","","","","","","","","","","","","","1","","","","","","","","","","",""
"221394","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 4 ","OCRE ric.2.tr.4 ","Imperial","Trajan","Trajan (Augustus)","Rome","Aureus","Gold","98","99","","","","IMP CAES NERVA TRAIAN AVG GERM","","Head of Trajan, laureate, right","P M TR P COS II P P","","Fortuna standing left, holding rudder attached to prow and cornucopiae","7.1","1","20","6","","","","","","","","",""
"221450","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 13(c) ","","Imperial","Antoninus Pius","Antoninus Pius (Augustus)","Rome","Aureus","Gold","138","138","","","","","","","","","","7.2","1","19.5","5","","","","","","","","",""
"221429","5476","BRAGA","41.545","-8.427","Portugal","167","168","","","Imperial","Hadrian","Hadrian (Augustus)","Rome","Aureus","Gold","121","121","","","","","","","","","","7.28","1","20","6","","","","","","","","",""
"221513","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 8 ","OCRE ric.3.m_aur.8 ","Imperial","Marcus Aurelius","Marcus Aurelius (Augustus)","Rome","Aureus","Gold","161","161","","","","IMP CAES M AVREL ANTONINVS AVG","","Head of Marcus Aurelius, bare, right","CONCORDIAE AVGVSTOR TR P XV COS III","","Marcus Aurelius and Lucius Verus standing left and right, facing each other, clasping right hands: each holds roll in left hand at side.","7.16","1","20","12","","","","","","","","",""
"221512","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 8 ","","Imperial","Marcus Aurelius","Marcus Aurelius (Augustus)","Rome","Aureus","Gold","161","161","","","","","","","","","","7.3","1","20","5","","","","","","","","",""
"221511","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 8 ","OCRE ric.3.m_aur.8 ","Imperial","Marcus Aurelius","Marcus Aurelius (Augustus)","Rome","Aureus","Gold","161","161","","","","IMP CAES M AVREL ANTONINVS AVG","","Head of Marcus Aurelius, bare, right","CONCORDIAE AVGVSTOR TR P XV COS III","","Marcus Aurelius and Lucius Verus standing left and right, facing each other, clasping right hands: each holds roll in left hand at side.","7.32","1","19","12","","","","","","","","",""
"221368","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 9 ","","Imperial","Vespasian","Vespasian (Augustus)","Rome","Aureus","Gold","70","70","","","","","","","","","","7.05","1","18.5","6","","","","","","","","",""
"221514","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 10 ","OCRE ric.3.m_aur.10 ","Imperial","Marcus Aurelius","Marcus Aurelius (Augustus)","Rome","Aureus","Gold","161","161","","","","IMP CAES M AVREL ANTONINVS AVG","","Head of Marcus Aurelius, laureate, right","CONCORDIAE AVGVSTOR TR P XV COS III","","Marcus Aurelius and Lucius Verus standing left and right, facing each other, clasping right hands: each holds roll in left hand at side.","7.27","1","19","11","","","","","","","","",""
"221369","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 10 ","","Imperial","Vespasian","Vespasian (Augustus)","Rome","Aureus","Gold","70","70","","","","","","","","","","7.25","1","19","6","","","","","","","","",""
"221447","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 13(a) ","","Imperial","Antoninus Pius","Antoninus Pius (Augustus)","Rome","Aureus","Gold","138","138","","","","","","","","","","7.2","1","20","5","","","","","","","","",""
"221449","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 13(a) ","","Imperial","Antoninus Pius","Antoninus Pius (Augustus)","Rome","Aureus","Gold","138","138","","","","","","","","","","7.16","1","18.5","6","","","","","","","","",""
"221448","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 13(a) ","","Imperial","Antoninus Pius","Antoninus Pius (Augustus)","Rome","Aureus","Gold","138","138","","","","","","","","","","7.2","1","19.2","5","","","","","","","","",""
"221451","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 14a(a) ","","Imperial","Antoninus Pius","Antoninus Pius (Augustus)","Rome","Aureus","Gold","138","138","","","","","","","","","","7.28","1","19.5","5","","","","","","","","",""
"221452","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 14b ","OCRE ric.3.ant.14B_aureus ","Imperial","Antoninus Pius","Antoninus Pius (Augustus)","Rome","Aureus","Gold","138","138","","","","IMP T AEL CAES HADR ANTONINVS","","Bust of Antoninus Pius, bare-headed, draped, right","AVG PIVS P M TR P COS DES II","","Pietas, draped, standing left next to altar, raising right hand and holding box of incense in left","6.85","1","18","6","","","","","","","","",""
"221372","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 18 ","","Imperial","Vespasian","Vespasian (Augustus)","Rome","Aureus","Gold","75","76","","","","","","","","","","7.2","1","20","6","","","","","","","","",""
"221515","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 19 ","OCRE ric.3.m_aur.19 ","Imperial","Marcus Aurelius","Marcus Aurelius (Augustus)","Rome","Aureus","Gold","161","161","","","","IMP CAES M AVREL ANTONINVS AVG","","Head of Marcus Aurelius, bare, right","PROV DEOR TR P XV COS III","","Providentia, draped, standing left, holding up globe in right hand and cornucopiae at shoulder in left","7.22","1","19.5","5","","","","","","","","",""
"221367","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 21 ","","Imperial","Vitellius","Vitellius (Augustus)","Rome","Aureus","Gold","69","69","","","","","","","","","","7","1","20","6","","","","","","","","",""
"221391","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 23(a) ","","Imperial","Titus","Titus (Augustus)","Rome","Aureus","Gold","80","80","","","","","","","","","","7.3","1","19.1","7","","","","","","","","",""
"221422","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 24(b) ","","Imperial","Hadrian","Hadrian (Augustus)","Rome","Aureus","Gold","117","117","","","","","","","","","","7.16","1","19.5","6","","","","","","","","",""
"221444","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 29 ","OCRE ric.2.hdn.29 ","Imperial","Hadrian","Aelius (Caesar)","Rome","Aureus","Gold","117","118","","","","DIVI TRAIANO PARTH AVG PATRI","","Bust of Divus Trajan, laureate, draped, cuirassed, right","PLOTINAE AVG","","Bust of Plotina, draped, right; wearing stephane, with hair piled in front and in long plait behind","6.95","1","19","6","","","","","","","","",""
"221423","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 39(b) ","","Imperial","Hadrian","Hadrian (Augustus)","Rome","Aureus","Gold","118","118","","","","","","","","","","7.1","1","19","6","","","","","","","","",""
"221424","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 40(c) ","","Imperial","Hadrian","Hadrian (Augustus)","Rome","Aureus","Gold","118","118","","","","","","","","","","7.45","1","19","6","","","","","","","","",""
"221363","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 42 ","","Imperial","Nero","Nero (Augustus)","Rome","Aureus","Gold","64","66","","","","","","","","","","7.3","1","19","5","","","","","","","","",""
"221426","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 43(b) ","","Imperial","Hadrian","Hadrian (Augustus)","Rome","Aureus","Gold","118","118","","","","","","","","","","7.04","1","20","6","","","","","","","","",""
"221425","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 43(b) ","","Imperial","Hadrian","Hadrian (Augustus)","Rome","Aureus","Gold","118","118","","","","","","","","","","7.2","1","19","6","","","","","","","","",""
"221365","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 46 ","","Imperial","Nero","Nero (Augustus)","Rome","Aureus","Gold","66","68","","","","","","","","","","7.3","1","19","6","","","","","","","","",""
"221395","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 50 ","OCRE ric.2.tr.50_aureus ","Imperial","Trajan","Trajan (Augustus)","Rome","Aureus","Gold","101","102","","","","IMP CAES NERVA TRAIAN AVG GERM","","Bust of Trajan, laureate, right with aegis","P M TR P COS IIII P P","","Hercules, naked, standing front on low base, holding club downwards in right hand and lion-skin over left arm","7.2","1","19.5","7","","","","","","","","",""
"221392","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 50 ","","Imperial","Titus","Domitian (Caesar)","Rome","Aureus","Gold","80","80","","","","","","","","","","7.09","1","19","6","","","","","","","","",""
"221364","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 52 ","","Imperial","Nero","Nero (Augustus)","Rome","Aureus","Gold","65","65","","","","","","","","","","7.05","1","19","6","","","","","","","","",""
"221453","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 52(a) ","","Imperial","Antoninus Pius","Antoninus Pius (Augustus)","Rome","Aureus","Gold","139","139","","","","","","","","","","7.06","1","18.5","6","","","","","","","","",""
