"id","hoard","hoardName","latitude","longitude","country","terminalYear1","terminalYear2","RIC Reference","OCRE Reference","period","reign","person","mint","denomination","material","startingDate","endingDate","dateText","issue","officina","obverseInscription","obverseMintMark","obverseDescription","reverseInscription","reverseMintMark","reverseDescription","weight","quantity","diameter","axis","imitation","latestCoin","intruder","toCheck","condition","aspects","additionalFields","container","comment"
"221473","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 286(b) ","","Imperial","Antoninus Pius","Antoninus Pius (Augustus)","Rome","Aureus","Gold","158","159","","","","","","","","","","7.27","1","18","5","","","","","","","","",""
"221405","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 294 ","OCRE ric.2.tr.294_aureus ","Imperial","Trajan","Trajan (Augustus)","Rome","Aureus","Gold","112","114","","","","IMP TRAIANO AVG GER DAC P M TR P COS VI P P","","Bust of Trajan, laureate, draped, right","S P Q R OPTIMO PRINCIPI","","Aquila between vexillum on left and standard on right","7.25","1","20.5","6","","","","","","","","",""
"221474","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 294a(d) ","","Imperial","Antoninus Pius","Antoninus Pius (Augustus)","Rome","Aureus","Gold","158","159","","","","","","","","","","7.32","1","19.2","6","","","","","","","","",""
"221475","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 294a(d) ","","Imperial","Antoninus Pius","Antoninus Pius (Augustus)","Rome","Aureus","Gold","158","159","","","","","","","","","","7.25","1","19","6","","","","","","","","",""
"221439","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 296 ","","Imperial","Hadrian","Hadrian (Augustus)","Rome","Aureus","Gold","136","136","","","","","","","","","","7.07","1","20","6","","","","","","","","",""
"221440","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 299(c) ","","Imperial","Hadrian","Hadrian (Augustus)","Rome","Aureus","Gold","136","136","","","","","","","","","","7.25","1","20","8","","","","","","","","",""
"221438","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 312(c) ","","Imperial","Hadrian","Hadrian (Augustus)","Rome","Aureus","Gold","136","136","","","","","","","","","","7.25","1","20","6","","","","","","","","",""
"221437","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 313(c) ","","Imperial","Hadrian","Hadrian (Augustus)","Rome","Aureus","Gold","136","136","","","","","","","","","","6.9","1","18.5","6","","","","","","","","",""
"221410","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 318 ","OCRE ric.2.tr.318_aureus ","Imperial","Trajan","Trajan (Augustus)","Rome","Aureus","Gold","114","114","","","","IMP CAES NER TRAIANO OPTIMO AVG GER DAC","","Bust of Trajan, laureate, draped, right","P M TR P COS VI P P S P Q R FORT RED","","Fortuna, draped, veiled, seated left on chair without back, holding rudder set on ground in right hand and cornucopiae in left","7.1","1","20","6","","","","","","","","",""
"221411","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 321 ","OCRE ric.2.tr.321 ","Imperial","Trajan","Trajan (Augustus)","Rome","Aureus","Gold","114","114","","","","IMP CAES NER TRAIANO OPTIMO AVG GER DAC","","Bust of Trajan, laureate, right with aegis; globe at point of bust","P M TR P COS VI P P S P Q R FORT RED","","Fortuna, draped, veiled, seated left on chair without back, holding rudder set on ground in right hand and cornucopiae in left","7.3","1","20","7","","","","","","","","",""
"221414","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 324 ","OCRE ric.2.tr.324_aureus ","Imperial","Trajan","Trajan (Augustus)","Rome","Aureus","Gold","114","114","","","","IMP CAES NER TRAIAN OPTIM AVG GER DAC PARTHICO","","Bust of Trajan, laureate, draped, cuirassed, right","P M TR P COS VI P P S P Q R PARTHICA CAPTA","","Trophy between two Parthians seated left and right on ground","7.25","1","19","6","","","","","","","","",""
"221415","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 324 ","OCRE ric.2.tr.324_aureus ","Imperial","Trajan","Trajan (Augustus)","Rome","Aureus","Gold","114","114","","","","IMP CAES NER TRAIAN OPTIM AVG GER DAC PARTHICO","","Bust of Trajan, laureate, draped, cuirassed, right","P M TR P COS VI P P S P Q R PARTHICA CAPTA","","Trophy between two Parthians seated left and right on ground","7","1","19","6","","","","","","","","",""
"221416","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 325 ","OCRE ric.2.tr.325 ","Imperial","Trajan","Trajan (Augustus)","Rome","Aureus","Gold","114","114","","","","IMP CAES NER TRAIAN OPTIM AVG GER DAC PARTHICO","","Bust of Trajan, laureate, right with aegis; globe at point of bust","P M TR P COS VI P P S P Q R PARTHICA CAPTA","","Trophy between two Parthians seated left and right on ground","7.2","1","19","6","","","","","","","","",""
"221420","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 329 ","OCRE ric.2.tr.329_aureus ","Imperial","Trajan","Trajan (Augustus)","Rome","Aureus","Gold","114","114","","","","IMP CAES NER TRAIAN OPTIM AVG GERM DAC","","Bust of Trajan, laureate, draped, cuirassed, right","PARTHICO P M TR P COS VI P P S P Q R","","Bust of Sol, radiate, draped, right with hair falling in two locks down neck","7.1","1","18.5","8","","","","","","","","",""
"221417","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 329 ","OCRE ric.2.tr.329_aureus ","Imperial","Trajan","Trajan (Augustus)","Rome","Aureus","Gold","114","114","","","","IMP CAES NER TRAIAN OPTIM AVG GERM DAC","","Bust of Trajan, laureate, draped, cuirassed, right","PARTHICO P M TR P COS VI P P S P Q R","","Bust of Sol, radiate, draped, right with hair falling in two locks down neck","7.3","1","19","6","","","","","","","","",""
"221418","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 330 ","OCRE ric.2.tr.330 ","Imperial","Trajan","Trajan (Augustus)","Rome","Aureus","Gold","114","114","","","","IMP CAES NER TRAIANO OPTIM AVG GERM DAC","","Bust of Trajan, laureate, right with aegis","PARTHICO P M TR P COS VI P P S P Q R","","Bust of Sol, radiate, draped, right with hair falling in two locks down neck","7.28","1","19.5","7","","","","","","","","",""
"221419","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 331 ","OCRE ric.2.tr.331 ","Imperial","Trajan","Trajan (Augustus)","Rome","Aureus","Gold","114","114","","","","IMP CAES NER TRAIAN OPTIM AVG GERM DAC","","Bust of Trajan, laureate, draped, right","PARTHICO P M TR P COS VI P P S P Q R","","Mars, helmeted, naked except for cloak round shoulders, advancing right, holding oblique spear in right hand and trophy over left shoulder in left","7.12","1","20","6","","","","","","","","",""
"221481","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 333 ","OCRE ric.3.ant.333 ","Imperial","Antoninus Pius","Faustina I (Augusta)","Rome","Aureus","Gold","138","139","","","","FAUSTINA AVG ANTONINI AVG P P","","Bust of Faustina I, draped, right, hair elaborately waved in several loops round head and drawn up and coiled on top","VENERI AVGVSTAE","","Venus, draped, standing right, with right hand lifting veil from head and left hand holding apple","6.89","1","19","6","","","","","","","","",""
"221412","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 347 ","OCRE ric.2.tr.347_aureus ","Imperial","Trajan","Trajan (Augustus)","Rome","Aureus","Gold","114","117","","","","IMP CAES NER TRAIANO OPTIMO AVG GER DAC","","Bust of Trajan, laureate, draped, right","P M TR P COS VI P P S P Q R","","Genius, naked, standing left, holding patera in right hand and corn-ears downwards in left","7.3","1","20","7","","","","","","","","",""
"221435","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 348(a) ","","Imperial","Hadrian","Hadrian (Augustus)","Rome","Aureus","Gold","128","128","","","","","","","","","","7.05","1","20","6","","","","","","","","",""
"221487","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 349a(a) ","","Imperial","Antoninus Pius","Faustina I (Diva)","Rome","Aureus","Gold","148","148","","","","","","","","","","7.18","1","20","6","","","","","","","","",""
"221488","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 349a(a) ","","Imperial","Antoninus Pius","Faustina I (Diva)","Rome","Aureus","Gold","148","148","","","","","","","","","","7.28","1","20","6","","","","","","","","",""
"221489","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 349a(b) ","","Imperial","Antoninus Pius","Faustina I (Diva)","Rome","Aureus","Gold","148","148","","","","","","","","","","7.35","1","19.5","6","","","","","","","","",""
"221490","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 356(d) ","","Imperial","Antoninus Pius","Faustina I (Diva)","Rome","Aureus","Gold","148","148","","","","","","","","","","7.14","1","19.5","10","","","","","","","","",""
"221413","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 366 ","OCRE ric.2.tr.366 ","Imperial","Trajan","Trajan (Augustus)","Rome","Aureus","Gold","114","117","","","","IMP CAES NER TRAIANO OPTIMO AVG GER DAC","","Bust of Trajan, laureate, draped, right","REGNA ADSIGNATA","","Trajan seated left on low platform, right with two attendants; three kings standing right before","7.3","1","19","6","","","","","","","","",""
"221491","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 367 ","OCRE ric.3.ant.367 ","Imperial","Antoninus Pius","Faustina I (Diva)","Rome","Aureus","Gold","141","141","","","","DIVA FAVSTINA","","Bust of Faustina I, draped, right, hair elaborately waved in several loops round head and drawn up and coiled on top.","AVGVSTA","","Venus(?), diademed, standing left, raising right hand and with left raising skirt","7.26","1","19","6","","","","","","","","",""
"221493","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 378(a) ","","Imperial","Antoninus Pius","Faustina I (Diva)","Rome","Aureus","Gold","148","148","","","","","","","","","","7.22","1","20","6","","","","","","","","",""
"221494","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 378(a) ","","Imperial","Antoninus Pius","Faustina I (Diva)","Rome","Aureus","Gold","148","148","","","","","","","","","","6.4","1","19","6","","","","","","","","",""
"221492","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 378(a) ","","Imperial","Antoninus Pius","Faustina I (Diva)","Rome","Aureus","Gold","148","148","","","","","","","","","","7.26","1","19.5","6","","","","","","","","",""
"221485","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 383(c) ","","Imperial","Antoninus Pius","Faustina I (Diva)","Rome","Aureus","Gold","146","146","","","","","","","","","","7.35","1","20","6","","","","","","","","",""
"221486","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 394a(a) ","","Imperial","Antoninus Pius","Faustina I (Diva)","Rome","Aureus","Gold","148","148","","","","","","","","","","7.12","1","19","4","","","","","","","","",""
"221483","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 394a ","","Imperial","Antoninus Pius","Faustina I (Diva)","Rome","Aureus","Gold","145","145","","","","","","","","","","7.28","1","20","6","","","","","","","","",""
"221484","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 394a ","OCRE ric.3.ant.394A_aureus ","Imperial","Antoninus Pius","Faustina I (Diva)","Rome","Aureus","Gold","141","141","","","","DIVA AVG FAVSTINA","","Bust of Faustina I, draped, right, hair elaborately waved in several loops round head and drawn up and coiled on top.","PIETAS AVG","","Pietas, veiled, draped, standing left, with right hand dropping incense on lighted altar left and holding box in left hand","7.51","1","19.5","6","","","","","","","","",""
"221482","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 395a(a) ","","Imperial","Antoninus Pius","Faustina I (Diva)","Rome","Aureus","Gold","141","141","","","","","","","","","","6.95","1","19.5","6","","","","","","","","",""
"221477","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 415(a) ","","Imperial","Antoninus Pius","Antoninus Pius (Augustus)","Rome","Aureus","Gold","141","141","","","","","","","","","","7.05","1","19","2","","","","","","","","",""
"221478","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 417(d) ","","Imperial","Antoninus Pius","Antoninus Pius (Augustus)","Rome","Aureus","Gold","141","141","","","","","","","","","","7.25","1","18.5","10","","","","","","","","",""
"221479","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 418(a) ","","Imperial","Antoninus Pius","Antoninus Pius (Augustus)","Rome","Aureus","Gold","141","141","","","","","","","","","","7.1","1","19","12","","","","","","","","",""
"221480","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 421(b) ","","Imperial","Antoninus Pius","Antoninus Pius (Augustus)","Rome","Aureus","Gold","141","141","","","","","","","","","","7.15","1","20","10","","","","","","","","",""
"221476","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 421(b) ","","Imperial","Antoninus Pius","Antoninus Pius (Augustus)","Rome","Aureus","Gold","140","140","","","","","","","","","","7.3","1","20","5","","","","","","","","",""
"221522","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 435 ","","Imperial","Marcus Aurelius","Antoninus Pius (Divus)","Rome","Aureus","Gold","161","161","","","","","","","","","","7.3","1","19.5","12","","","","","","","","",""
"221445","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 443(b) ","","Imperial","Hadrian","Aelius (Caesar)","Rome","Aureus","Gold","137","137","","","","","","","","","","7.26","1","19","6","","","","","","","","",""
"221446","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 443(c) ","","Imperial","Hadrian","Aelius (Caesar)","Rome","Aureus","Gold","137","137","","","","","","","","","","7.35","1","19","6","","","","","","","","",""
"221497","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 445A(d) ","","Imperial","Antoninus Pius","Marcus Aurelius (Caesar)","Rome","Aureus","Gold","148","149","","","","","","","","","","6.58","1","18.5","6","","","","","","","","",""
"221495","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 445A(c) ","","Imperial","Antoninus Pius","Marcus Aurelius (Caesar)","Rome","Aureus","Gold","148","149","","","","","","","","","","7.25","1","20","6","","","","","","","","",""
"221496","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 445A(c) ","","Imperial","Antoninus Pius","Marcus Aurelius (Caesar)","Rome","Aureus","Gold","148","149","","","","","","","","","","7.23","1","20","6","","","","","","","","",""
"221498","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 460 ","OCRE ric.3.ant.460 ","Imperial","Antoninus Pius","Marcus Aurelius (Caesar)","Rome","Aureus","Gold","153","154","","","","AVRELIVS CAESAR AVG PII FIL","","Bust of Marcus Aurelius, bare-headed, draped, cuirassed, right","TR POT VII COS II","","Roma, helmted, in military dress, standing left, holding Victory on right hand and parazonium upwards in left","7.31","1","20","6","","","","","","","","",""
"221499","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 465(a) ","","Imperial","Antoninus Pius","Marcus Aurelius (Caesar)","Rome","Aureus","Gold","155","156","","","","","","","","","","7.22","1","19","12","","","","","","","","",""
"221500","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 469(b) ","","Imperial","Antoninus Pius","Marcus Aurelius (Caesar)","Rome","Aureus","Gold","156","157","","","","","","","","","","7.25","1","18","6","","","","","","","","",""
"221501","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 474(b) ","","Imperial","Antoninus Pius","Marcus Aurelius (Caesar)","Rome","Aureus","Gold","157","158","","","","","","","","","","7.23","1","17.5","5","","","","","","","","",""
"221503","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 477(b) ","","Imperial","Antoninus Pius","Marcus Aurelius (Caesar)","Rome","Aureus","Gold","158","159","","","","","","","","","","7.2","1","18","5","","","","","","","","",""
"221502","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 477(b) ","","Imperial","Antoninus Pius","Marcus Aurelius (Caesar)","Rome","Aureus","Gold","158","159","","","","","","","","","","7.31","1","18","6","","","","","","","","",""
"221505","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 481(c) ","","Imperial","Antoninus Pius","Marcus Aurelius (Caesar)","Rome","Aureus","Gold","159","160","","","","","","","","","","7.3","1","18.5","6","","","","","","","","",""
"221504","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 481(a) ","","Imperial","Antoninus Pius","Marcus Aurelius (Caesar)","Rome","Aureus","Gold","159","160","","","","","","","","","","7.22","1","19","6","","","","","","","","",""
"221506","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 490 ","OCRE ric.3.ant.490_aureus ","Imperial","Antoninus Pius","Marcus Aurelius (Caesar)","Rome","Aureus","Gold","160","161","","","","AVRELIVS CAESAR AVG PII F","","Bust of Marcus Aurelius, bare-headed, draped, cuirassed, right","TR POT XV COS III","","Pietas, draped, standing left, holding child on each arm: at each side, child standing, looking towards her, raising right hand","7.2","1","20","6","","","","","","","","",""
"221510","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 494(b) ","","Imperial","Antoninus Pius","Faustina II (Augusta)","Rome","Aureus","Gold","154","156","","","","","","","","","","7.19","1","19","4","","","","","","","","",""
"221509","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 494(b) ","","Imperial","Antoninus Pius","Faustina II (Augusta)","Rome","Aureus","Gold","154","156","","","","","","","","","","7.3","1","19","5","","","","","","","","",""
"221508","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 494(a) ","","Imperial","Antoninus Pius","Faustina II (Augusta)","Rome","Aureus","Gold","154","156","","","","","","","","","","7.35","1","18","6","","","","","","","","",""
"221527","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 496 ","OCRE ric.3.m_aur.496 ","Imperial","Marcus Aurelius","Lucius Verus (Augustus)","Rome","Aureus","Gold","162","163","","","","IMP CAES L VERVS AVG","","Bust of Lucius Verus, bare-headed, draped, cuirassed, right","SALVTI AVGVSTOR TR P III COS II","","Salus, draped, standing front, head left, feeding out of patera in right hand snake coiled round altar","7.3","1","19","6","","","","","","","","",""
"221507","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 503(a) ","","Imperial","Antoninus Pius","Faustina II (Augusta)","Rome","Aureus","Gold","152","153","","","","","","","","","","7.22","1","20","6","","","","","","","","",""
"221528","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 524 ","OCRE ric.3.m_aur.524 ","Imperial","Marcus Aurelius","Lucius Verus (Augustus)","Rome","Aureus","Gold","163","164","","","","L VERVS AVG ARMENIACVS","","Bust of Lucius Verus, laureate, cuirassed, right","TR P IIII IMP II COS II","","Victory, winged, naked to waist, standing front, head right, setting on palm-tree right, shield inscribed VIC AVG","7.15","1","19","6","","","","","","","","",""
"221529","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 534 ","OCRE ric.3.m_aur.534 ","Imperial","Marcus Aurelius","Lucius Verus (Augustus)","Rome","Aureus","Gold","164","165","","","","L VERVS AVG ARMENIACVS","","Bust of Lucius Verus, laureate, draped, cuirassed, right","TR P V IMP II COS II","","Victory, winged, naked to waist, standing front, head right, setting on palm-tree right, shield inscribed VIC AVG","7.28","1","20","11","","","","","","","","",""
"221530","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 550 ","OCRE ric.3.m_aur.550 ","Imperial","Marcus Aurelius","Lucius Verus (Augustus)","Rome","Aureus","Gold","165","166","","","","L VERVS AVG ARM PARTH MAX","","Bust of Lucius Verus, laureate, cuirassed, right","VICT AVG TR P VI COS II","","Victory, winged, draped, towered, flying left, holding diadem with both hands","7.32","1","20","4","","","","","","","","",""
"221531","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 573 ","OCRE ric.3.m_aur.573 ","Imperial","Marcus Aurelius","Lucius Verus (Augustus)","Rome","Aureus","Gold","166","167","","","","L VERVS AVG ARM PARTH MAX","","Bust of Lucius Verus, laureate, cuirassed, right","TR P VII IMP IIII COS III","","Victory, winged, draped, advancing left, holding wreath in extended right hand and palm, sloped over left shoulder, in left hand","7.39","1","21","7","","","","","","","","",""
"221532","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 593 ","OCRE ric.3.m_aur.593 ","Imperial","Marcus Aurelius","Lucius Verus (Augustus)","Rome","Aureus","Gold","168","168","","","","L VERVS AVG ARM PARTH MAX","","Bust of Lucius Verus, laureate, draped, right","TR P VIII IMP V COS III","","Aequitas, draped, seated left on low seat, holding scales in right hand and cornucopiae in left hand","7.2","1","20","6","","","","","","","","",""
"221524","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 716 ","OCRE ric.3.m_aur.716 ","Imperial","Marcus Aurelius","Faustina II (Augusta)","Rome","Aureus","Gold","161","176","","","","FAVSTINA AVGVSTA","","Bust of Faustina the Younger, bare-headed, hair waved and fastened in a bun on back of head, draped, right","SALVTI AVGVSTAE","","Salus, draped, seated left on low seat, feeding from patera in right hand snake coiled round altar","7.24","1","19","6","","","","","","","","",""
"221525","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 716 ","OCRE ric.3.m_aur.716 ","Imperial","Marcus Aurelius","Faustina II (Augusta)","Rome","Aureus","Gold","161","176","","","","FAVSTINA AVGVSTA","","Bust of Faustina the Younger, bare-headed, hair waved and fastened in a bun on back of head, draped, right","SALVTI AVGVSTAE","","Salus, draped, seated left on low seat, feeding from patera in right hand snake coiled round altar","7.23","1","18.5","6","","","","","","","","",""
"221526","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 716 ","","Imperial","Marcus Aurelius","Faustina II (Augusta)","Rome","Aureus","Gold","164","168","","","","","","","","","","6.63","1","19","11","","","","","","","","",""
"221523","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 718 ","OCRE ric.3.m_aur.718 ","Imperial","Marcus Aurelius","Faustina II (Augusta)","Rome","Aureus","Gold","161","176","","","","FAVSTINA AVGVSTA","","Bust of Faustina the Younger, bare-headed, hair waved and fastened in a bun on back of head, draped, right","TEMPOR FELIC","","Faustina, draped, standing left, holding two infants in her arms; at left and right, a child standing","7.25","1","19.5","6","","","","","","","","",""
"221409","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 726 ","OCRE ric.2.tr.726 ","Imperial","Trajan","Trajan (Augustus)","Rome","Aureus","Gold","98","117","","","","IMP TRAIANO AVG GER DAC P M TR P COS VI P P","","Bust of Trajan, laureate, draped, cuirassed, right","DIVI NERVA ET TRAIANVS PAT","","Bust of Nerva, laureate, draped, right, on left facing bust of Trajan Senior, bare-headed, draped, left, on right","7.15","1","19","6","","","","","","","","",""
"221408","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 726 ","OCRE ric.2.tr.726 ","Imperial","Trajan","Trajan (Augustus)","Rome","Aureus","Gold","98","117","","","","IMP TRAIANO AVG GER DAC P M TR P COS VI P P","","Bust of Trajan, laureate, draped, cuirassed, right","DIVI NERVA ET TRAIANVS PAT","","Bust of Nerva, laureate, draped, right, on left facing bust of Trajan Senior, bare-headed, draped, left, on right","7.3","1","18","6","","","","","","","","",""
"221421","5476","BRAGA","41.545","-8.427","Portugal","167","168","RIC 733 ","OCRE ric.2.tr.733_aureus ","Imperial","Trajan","Plotina (Augusta)","Rome","Aureus","Gold","98","117","","","","PLOTINA AVG IMP TRAIANI","","Bust of Plotina, draped, right; hair in queue","CAES AVG GERMA DAC COS VI P P ARA PVDIC","","Altar set on five steps with Pudicitia standing on curule chair","7.29","1","19.5","6","","","","","","","","",""
"262314","12898","CAMPEÃ","41.291","-7.882","Portugal","","148","","","Imperial","Hadrian","Hadrian (Augustus)","","Sestertius","Brass","","","","","","","","","","","","","3","","","","","","","","","","",""
"262315","12898","CAMPEÃ","41.291","-7.882","Portugal","","148","","","Imperial","Claudius I","Claudius I (Augustus)","","As","Copper","","","","","","","","","","","","","1","","","","","","","","","","",""
"262316","12898","CAMPEÃ","41.291","-7.882","Portugal","","148","","","Imperial","Hadrian","Hadrian (Augustus)","","Dupondius","Brass","","","","","","","","","","","","","1","","","","","","","","","","",""
"262317","12898","CAMPEÃ","41.291","-7.882","Portugal","","148","","","Imperial","Marcus Aurelius","Marcus Aurelius (Augustus)","","Sestertius","Brass","","","","","","","","","","","","","3","","","","","","","","","","",""
"262318","12898","CAMPEÃ","41.291","-7.882","Portugal","","148","","","Imperial","Commodus","Commodus (Augustus)","","Sestertius","Brass","","","","","","","","","","","","","1","","","","","","","","","","",""
"262003","12864","CASAL COUVEIRO","39.655","-8.793","Portugal","14","37","","","Imperial","Augustus","Augustus (Augustus)","","Denarius","Silver","","","","","","","","","","","","","46","","","","","","","","","","",""
"262004","12864","CASAL COUVEIRO","39.655","-8.793","Portugal","14","37","","","Imperial","Tiberius","Tiberius (Augustus)","","Denarius","Silver","","","","","","","","","","","","","13","","","","","","","","","","",""
"262025","12869","CASAL DE FRIUME","41.533","-7.812","Portugal","","84","","","Republican","Republic","Uncertain ","","Denarius","Silver","","","","","","","","","","","","","215","","","","","","","","","","",""
"262035","12869","CASAL DE FRIUME","41.533","-7.812","Portugal","","84","","","Imperial","Vespasian","Vespasian (Augustus)","","Denarius","Silver","","","","","","","","","","","","","34","","","","","","","","","","",""
"262041","12869","CASAL DE FRIUME","41.533","-7.812","Portugal","","84","","","Imperial","Domitian","Domitian (Augustus)","","Aureus","Gold","","","","","","","","","","","","","1","","","","","","","","","","",""
"262040","12869","CASAL DE FRIUME","41.533","-7.812","Portugal","","84","","","Imperial","Domitian","Domitian (Augustus)","","Denarius","Silver","","","","","","","","","","","","","2","","","","","","","","","","",""
"262039","12869","CASAL DE FRIUME","41.533","-7.812","Portugal","","84","","","Imperial","Titus","Domitian (Caesar)","","Denarius","Silver","","","","","","","","","","","","","1","","","","","","","","","","",""
"262038","12869","CASAL DE FRIUME","41.533","-7.812","Portugal","","84","","","Imperial","Titus","Titus (Divus)","","Denarius","Silver","","","","","","","","","","","","","5","","","","","","","","","","",""
"262037","12869","CASAL DE FRIUME","41.533","-7.812","Portugal","","84","","","Imperial","Vespasian","Domitian (Caesar)","","Denarius","Silver","","","","","","","","","","","","","3","","","","","","","","","","",""
"262036","12869","CASAL DE FRIUME","41.533","-7.812","Portugal","","84","","","Imperial","Vespasian","Titus (Caesar)","","Denarius","Silver","","","","","","","","","","","","","2","","","","","","","","","","",""
"262034","12869","CASAL DE FRIUME","41.533","-7.812","Portugal","","84","","","Imperial","Vitellius","Vitellius (Augustus)","","Denarius","Silver","","","","","","","","","","","","","3","","","","","","","","","","",""
"262026","12869","CASAL DE FRIUME","41.533","-7.812","Portugal","","84","","","Imperial","Augustus","Augustus (Augustus)","","Denarius","Silver","","","","","","","","","","","","","71","","","","","","","","","","",""
"262033","12869","CASAL DE FRIUME","41.533","-7.812","Portugal","","84","","","Imperial","Galba","Galba (Augustus)","","Denarius","Silver","","","","","","","","","","","","","7","","","","","","","","","","",""
"262032","12869","CASAL DE FRIUME","41.533","-7.812","Portugal","","84","","","Imperial","Nero","Nero (Augustus)","","Denarius","Silver","","","","","","","","","","","","","1","","","","","","","","","","",""
"262031","12869","CASAL DE FRIUME","41.533","-7.812","Portugal","","84","","","Imperial","Claudius I","Nero (Caesar)","","Denarius","Silver","","","","","","","","","","","","","1","","","","","","","","","","",""
"262030","12869","CASAL DE FRIUME","41.533","-7.812","Portugal","","84","","","Imperial","Claudius I","Antonia (Augusta)","","Denarius","Silver","","","","","","","","","","","","","1","","","","","","","","","","",""
"262029","12869","CASAL DE FRIUME","41.533","-7.812","Portugal","","84","","","Imperial","Claudius I","Claudius I (Augustus)","","Denarius","Silver","","","","","","","","","","","","","1","","","","","","","","","","",""
"262028","12869","CASAL DE FRIUME","41.533","-7.812","Portugal","","84","","","Imperial","Gaius","Gaius (Augustus)","","Denarius","Silver","","","","","","","","","","","","","2","","","","","","","","","","",""
"262027","12869","CASAL DE FRIUME","41.533","-7.812","Portugal","","84","","","Imperial","Tiberius","Tiberius (Augustus)","","Denarius","Silver","","","","","","","","","","","","","58","","","","","","","","","","",""
"262042","12869","CASAL DE FRIUME","41.533","-7.812","Portugal","","84","","","Imperial","","Uncertain ","","Denarius","Silver","","","","","","","","","","","","","14","","","","","","","","","","",""
